Case ID,Activity,Resource,Complete Timestamp,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-604144478,Accepted\\In Progress,Olga,2011/11/07 17:16:16.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-604144478,Accepted\\In Progress,Olga,2011/11/07 17:16:40.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-604144478,Queued\\Awaiting Assignment,Olga,2011/11/07 17:20:28.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-604144478,Accepted\\In Progress,Luc,2011/11/08 09:42:15.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-604144478,Queued\\Awaiting Assignment,Luc,2011/11/08 09:48:33.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-604144478,Queued\\Awaiting Assignment,Luc,2011/11/08 09:48:34.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-604144478,Accepted\\In Progress,Pawel,2011/11/08 09:48:59.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-604144478,Accepted\\Assigned,Pawel,2011/11/08 09:49:05.000,Accepted,Medium,Assigned,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-604144478,Accepted\\In Progress,Olga,2011/11/08 10:03:19.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-604144478,Queued\\Awaiting Assignment,Olga,2011/11/08 10:06:35.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-605956457,Accepted\\In Progress,Izabela,2011/11/10 15:55:46.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD424,POLAND
1-605956457,Accepted\\In Progress,Izabela,2011/11/10 15:56:15.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD424,POLAND
1-605956457,Queued\\Awaiting Assignment,Izabela,2011/11/10 15:57:34.000,Queued,Low,Awaiting Assignment,G97,V3_2,se,Org line C,PROD424,POLAND
1-605313141,Queued\\Awaiting Assignment,Lars,2011/11/11 13:45:04.000,Queued,Medium,Awaiting Assignment,T19,,se,Other,PROD562,Sweden
1-605313141,Queued\\Awaiting Assignment,Lars,2011/11/11 13:49:29.000,Queued,Medium,Awaiting Assignment,G356 2nd,A2_3,se,Org line A2,PROD562,Sweden
1-605313141,Accepted\\In Progress,Luiz,2011/11/11 14:54:03.000,Accepted,Medium,In Progress,G356 2nd,A2_3,se,Org line A2,PROD562,Brazil
1-605956457,Accepted\\In Progress,Anna,2011/11/12 01:46:26.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD424,Sweden
1-605956457,Queued\\Awaiting Assignment,Anna,2011/11/12 01:46:33.000,Queued,Low,Awaiting Assignment,G97,V3_2,se,Org line C,PROD424,Sweden
1-606902814,Accepted\\In Progress,Janice,2011/11/14 10:47:32.000,Accepted,Low,In Progress,G96,V3_2,in,Org line C,PROD645,China
1-606902814,Accepted\\In Progress,Janice,2011/11/14 10:49:35.000,Accepted,Low,In Progress,G96,V3_2,in,Org line C,PROD645,China
1-606902814,Queued\\Awaiting Assignment,Janice,2011/11/15 03:46:57.000,Queued,Low,Awaiting Assignment,M24 2nd,A2_4,in,Org line A2,PROD645,China
1-605313141,Accepted\\Wait - User,Lars,2011/11/16 09:22:17.000,Accepted,Medium,Wait - User,G356 2nd,A2_3,se,Org line A2,PROD562,Sweden
1-609835209,Accepted\\In Progress,Olga,2011/11/17 11:39:45.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-609835209,Accepted\\In Progress,Olga,2011/11/17 11:40:06.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-609835209,Queued\\Awaiting Assignment,Olga,2011/11/17 11:45:24.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-609835209,Accepted\\In Progress,Luc,2011/11/17 14:25:11.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-609835209,Queued\\Awaiting Assignment,Luc,2011/11/17 14:26:05.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-609835209,Accepted\\In Progress,Marcin,2011/11/17 16:02:59.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-609835209,Accepted\\Assigned,Marcin,2011/11/17 16:03:03.000,Accepted,Medium,Assigned,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Accepted\\In Progress,Olga,2011/11/18 06:45:58.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Accepted\\In Progress,Olga,2011/11/18 06:46:23.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Queued\\Awaiting Assignment,Olga,2011/11/18 07:03:37.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-611261188,Accepted\\In Progress,Olga,2011/11/18 07:09:13.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Queued\\Awaiting Assignment,Olga,2011/11/18 07:10:10.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-609835209,Accepted\\In Progress,Olga,2011/11/18 07:18:25.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-609835209,Queued\\Awaiting Assignment,Olga,2011/11/18 07:21:01.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-611261188,Accepted\\In Progress,Luc,2011/11/18 10:35:12.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-611261188,Queued\\Awaiting Assignment,Luc,2011/11/18 10:36:13.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-611261188,Accepted\\In Progress,Olga,2011/11/18 11:19:58.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Accepted\\In Progress,Olga,2011/11/18 11:24:11.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Accepted\\Wait - User,Olga,2011/11/18 11:24:14.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-609835209,Accepted\\In Progress,Earl,2011/11/18 17:24:00.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-604144478,Accepted\\In Progress,Earl,2011/11/18 17:25:05.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-605956457,Accepted\\In Progress,Urszula,2011/11/21 09:58:34.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD424,POLAND
1-605956457,Accepted\\Wait - User,Urszula,2011/11/21 10:01:33.000,Accepted,Low,Wait - User,G97,V3_2,se,Org line C,PROD424,POLAND
1-605956457,Accepted\\In Progress,Urszula,2011/11/21 10:33:13.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD424,POLAND
1-611261188,Accepted\\Wait - User,Siebel,2011/11/21 11:24:15.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,0
1-605956457,Queued\\Awaiting Assignment,Urszula,2011/11/21 12:24:27.000,Queued,Low,Awaiting Assignment,G230 2nd,E_10,se,Org line B,PROD424,POLAND
1-605956457,Accepted\\In Progress,Varghese,2011/11/21 12:34:27.000,Accepted,Low,In Progress,G230 2nd,E_10,se,Org line B,PROD424,Sweden
1-605956457,Accepted\\Assigned,Varghese,2011/11/21 12:34:48.000,Accepted,Low,Assigned,G230 2nd,E_10,se,Org line B,PROD424,Sweden
1-605956457,Accepted\\In Progress,Saidur,2011/11/21 12:52:55.000,Accepted,Low,In Progress,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-605956457,Accepted\\Wait,Saidur,2011/11/21 12:58:49.000,Accepted,Low,Wait,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-605956457,Queued\\Awaiting Assignment,Saidur,2011/11/21 13:42:39.000,Queued,Low,Awaiting Assignment,G97,V3_2,se,Org line C,PROD424,INDIA
1-467153946,Accepted\\In Progress,Magnus,2011/11/21 13:52:19.000,Accepted,Medium,In Progress,M25,V3_2,se,Org line C,PROD453,Sweden
1-467153946,Accepted\\Wait - Implementation,Magnus,2011/11/21 13:52:57.000,Accepted,Medium,Wait - Implementation,M25,V3_2,se,Org line C,PROD453,Sweden
1-580893958,Accepted\\In Progress,Earl,2011/11/21 14:19:11.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-613379581,Queued\\Awaiting Assignment,Niclas,2011/11/22 09:45:45.000,Queued,Medium,Awaiting Assignment,T19,,se,Other,PROD562,Sweden
1-613379581,Queued\\Awaiting Assignment,Niclas,2011/11/22 09:46:38.000,Queued,Medium,Awaiting Assignment,G356 2nd,A2_3,se,Org line A2,PROD562,Sweden
1-613379581,Accepted\\In Progress,Martin,2011/11/22 10:48:58.000,Accepted,Medium,In Progress,G356 2nd,A2_3,se,Org line A2,PROD562,Sweden
1-613379581,Accepted\\Wait - User,Martin,2011/11/22 13:32:14.000,Accepted,Medium,Wait - User,G356 2nd,A2_3,se,Org line A2,PROD562,Sweden
1-605956457,Accepted\\In Progress,Piotr,2011/11/22 15:28:09.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD424,POLAND
1-605956457,Accepted\\Assigned,Piotr,2011/11/22 15:28:17.000,Accepted,Low,Assigned,G97,V3_2,se,Org line C,PROD424,POLAND
1-605956457,Accepted\\In Progress,Marika,2011/11/22 15:35:40.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD424,POLAND
1-605956457,Queued\\Awaiting Assignment,Marika,2011/11/22 15:36:26.000,Queued,Low,Awaiting Assignment,M8,V3_2,se,Org line C,PROD424,POLAND
1-605956457,Accepted\\In Progress,Johanna,2011/11/22 15:37:46.000,Accepted,Low,In Progress,M8,V3_2,se,Org line C,PROD424,Sweden
1-605956457,Queued\\Awaiting Assignment,Johanna,2011/11/22 15:39:18.000,Queued,Low,Awaiting Assignment,G97,V3_2,se,Org line C,PROD424,Sweden
1-605956457,Accepted\\In Progress,Piotr,2011/11/22 15:50:01.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD424,POLAND
1-605956457,Accepted\\Assigned,Piotr,2011/11/22 15:50:05.000,Accepted,Low,Assigned,G97,V3_2,se,Org line C,PROD424,POLAND
1-603749197,Accepted\\In Progress,Christopher,2011/11/22 16:05:19.000,Accepted,Medium,In Progress,V50 2nd,,se,Org line V11,PROD158,United Kingdom
1-603749197,Queued\\Awaiting Assignment,Christopher,2011/11/22 16:05:42.000,Queued,Medium,Awaiting Assignment,D4,A2_1,se,Org line A2,PROD158,United Kingdom
1-603749197,Accepted\\In Progress,Paulo,2011/11/22 16:22:22.000,Accepted,Medium,In Progress,D4,A2_1,se,Org line A2,PROD158,Brazil
1-603749197,Queued\\Awaiting Assignment,Paulo,2011/11/22 16:22:46.000,Queued,Medium,Awaiting Assignment,D7,A2_1,se,Org line A2,PROD158,Brazil
1-614948909,Accepted\\In Progress,Olga,2011/11/23 10:40:38.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-614948909,Accepted\\In Progress,Olga,2011/11/23 10:42:19.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-614948909,Queued\\Awaiting Assignment,Olga,2011/11/23 10:55:10.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-611261188,Accepted\\In Progress,Olga,2011/11/23 11:43:08.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Accepted\\Wait - User,Olga,2011/11/23 11:45:41.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Accepted\\In Progress,Olga,2011/11/23 12:56:21.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Queued\\Awaiting Assignment,Olga,2011/11/23 12:58:42.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-611261188,Accepted\\In Progress,Luc,2011/11/23 13:15:30.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-603749197,Accepted\\In Progress,Riitta,2011/11/23 14:27:29.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD158,Sweden
1-611261188,Queued\\Awaiting Assignment,Luc,2011/11/23 14:35:47.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-603749197,Accepted\\Wait - User,Riitta,2011/11/23 15:02:37.000,Accepted,Medium,Wait - User,D7,A2_1,se,Org line A2,PROD158,Sweden
1-611261188,Accepted\\In Progress,Pawel,2011/11/23 16:49:06.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Accepted\\Assigned,Pawel,2011/11/23 16:49:12.000,Accepted,Medium,Assigned,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-603749197,Accepted\\In Progress,Riitta,2011/11/24 08:19:24.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD158,Sweden
1-603749197,Accepted\\Wait,Riitta,2011/11/24 08:23:35.000,Accepted,Medium,Wait,D7,A2_1,se,Org line A2,PROD158,Sweden
1-611261188,Accepted\\In Progress,Olga,2011/11/24 10:42:13.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-611261188,Queued\\Awaiting Assignment,Olga,2011/11/24 10:44:05.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-614948909,Accepted\\In Progress,Luc,2011/11/24 11:19:12.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-614948909,Accepted\\Assigned,Luc,2011/11/24 11:19:21.000,Accepted,Medium,Assigned,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-605956457,Accepted\\In Progress,Marika,2011/11/24 15:07:12.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD424,POLAND
1-605956457,Queued\\Awaiting Assignment,Marika,2011/11/24 15:20:45.000,Queued,Low,Awaiting Assignment,G375,V3_2,se,Org line C,PROD424,POLAND
1-614948909,Accepted\\In Progress,Tsun Fai,2011/11/24 17:22:31.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-614948909,Queued\\Awaiting Assignment,Tsun Fai,2011/11/24 17:24:46.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-614948909,Accepted\\In Progress,Pawel,2011/11/24 17:53:38.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-614948909,Accepted\\Assigned,Pawel,2011/11/24 17:53:40.000,Accepted,Medium,Assigned,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-614948909,Accepted\\In Progress,Olga,2011/11/25 06:35:23.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-614948909,Accepted\\Wait - User,Olga,2011/11/25 06:38:47.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-614948909,Accepted\\In Progress,Olga,2011/11/25 09:57:01.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-614948909,Queued\\Awaiting Assignment,Olga,2011/11/25 10:07:21.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-614948909,Accepted\\In Progress,Luc,2011/11/25 10:08:00.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-614948909,Accepted\\Assigned,Luc,2011/11/25 10:08:03.000,Accepted,Medium,Assigned,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-559795575,Accepted\\Wait - User,Lucas,2011/11/25 11:35:19.000,Accepted,Medium,Wait - User,G356 2nd,A2_3,se,Org line A2,PROD562,Brazil
1-614948909,Accepted\\In Progress,Tsun Fai,2011/11/25 12:10:10.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-614948909,Queued\\Awaiting Assignment,Tsun Fai,2011/11/25 12:13:24.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-614948909,Accepted\\In Progress,Olga,2011/11/25 13:49:42.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-614948909,Queued\\Awaiting Assignment,Olga,2011/11/25 13:56:06.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-603749197,Accepted\\Wait,Siebel,2011/11/25 16:05:42.000,Accepted,Medium,Wait,D7,A2_1,se,Org line A2,PROD158,0
1-611261188,Accepted\\In Progress,Earl,2011/11/29 09:18:27.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-617858557,Accepted\\In Progress,Jan,2011/11/29 12:36:35.000,Accepted,Medium,In Progress,D5,A2_1,de,Org line C,PROD565,Belgium
1-617858557,Accepted\\In Progress,Jan,2011/11/29 12:39:07.000,Accepted,Medium,In Progress,D5,A2_1,de,Org line C,PROD565,Belgium
1-617858557,Queued\\Awaiting Assignment,Jan,2011/11/29 13:02:33.000,Queued,Medium,Awaiting Assignment,G92,E_5,de,Org line C,PROD565,Belgium
1-617858557,Accepted\\In Progress,Sonia,2011/11/29 13:06:42.000,Accepted,Medium,In Progress,G92,E_5,de,Org line C,PROD565,INDIA
1-617858557,Accepted\\Wait,Sonia,2011/11/29 13:47:31.000,Accepted,Medium,Wait,G92,E_5,de,Org line C,PROD565,INDIA
1-617858557,Completed\\Resolved,Sonia,2011/11/29 13:47:34.000,Completed,Medium,Resolved,G92,E_5,de,Org line C,PROD565,INDIA
1-606902814,Accepted\\In Progress,Brian,2011/11/29 16:00:39.000,Accepted,Low,In Progress,M24 2nd,A2_4,in,Org line A2,PROD645,USA
1-606902814,Accepted\\Wait - User,Brian,2011/11/29 16:04:54.000,Accepted,Low,Wait - User,M24 2nd,A2_4,in,Org line A2,PROD645,USA
1-617858557,Accepted\\Assigned,Henk,2011/11/30 12:20:18.000,Accepted,Medium,Assigned,D5,A2_1,de,Org line C,PROD565,Belgium
1-617858557,Accepted\\In Progress,Henk,2011/11/30 12:20:21.000,Accepted,Medium,In Progress,D5,A2_1,de,Org line C,PROD565,Belgium
1-617858557,Queued\\Awaiting Assignment,Henk,2011/11/30 12:20:47.000,Queued,Medium,Awaiting Assignment,G92,E_5,de,Org line C,PROD565,Belgium
1-617858557,Accepted\\In Progress,Prashant,2011/11/30 12:57:49.000,Accepted,Medium,In Progress,G92,E_5,de,Org line C,PROD565,INDIA
1-603556351,Accepted\\In Progress,Niklas,2011/11/30 13:22:51.000,Accepted,Low,In Progress,G167 2nd,A2_2,se,Org line A2,PROD681,Sweden
1-617858557,Accepted\\Wait - User,Prashant,2011/11/30 13:50:00.000,Accepted,Medium,Wait - User,G92,E_5,de,Org line C,PROD565,INDIA
1-617858557,Queued\\Awaiting Assignment,Prashant,2011/12/01 12:40:57.000,Queued,Medium,Awaiting Assignment,V49,,de,Org line V11,PROD565,INDIA
1-618854217,Accepted\\In Progress,Rafal,2011/12/01 18:32:44.000,Accepted,Low,In Progress,G96,V3_2,in,Org line C,PROD388,POLAND
1-618854217,Accepted\\In Progress,Rafal,2011/12/01 18:32:54.000,Accepted,Low,In Progress,G96,V3_2,in,Org line C,PROD388,POLAND
1-618854217,Queued\\Awaiting Assignment,Rafal,2011/12/01 18:44:45.000,Queued,Low,Awaiting Assignment,G97,V3_2,in,Org line C,PROD388,POLAND
1-619069761,Accepted\\In Progress,Katia,2011/12/02 10:32:47.000,Accepted,Medium,In Progress,D5,A2_1,be,Org line C,PROD328,Belgium
1-619069761,Accepted\\In Progress,Katia,2011/12/02 10:33:00.000,Accepted,Medium,In Progress,D5,A2_1,be,Org line C,PROD328,Belgium
1-619069761,Accepted\\Wait - User,Katia,2011/12/02 10:44:22.000,Accepted,Medium,Wait - User,D5,A2_1,be,Org line C,PROD328,Belgium
1-619069761,Queued\\Awaiting Assignment,Katia,2011/12/02 11:12:28.000,Queued,Medium,Awaiting Assignment,D4,A2_1,be,Org line A2,PROD328,Belgium
1-619069761,Accepted\\In Progress,Przemyslaw,2011/12/02 11:34:40.000,Accepted,Medium,In Progress,D4,A2_1,be,Org line A2,PROD328,POLAND
1-619069761,Queued\\Awaiting Assignment,Przemyslaw,2011/12/02 12:14:51.000,Queued,Medium,Awaiting Assignment,A5,,be,Org line V11,PROD328,POLAND
1-619069761,Accepted\\In Progress,Armin,2011/12/02 13:09:07.000,Accepted,Medium,In Progress,A5,,be,Org line V11,PROD328,Germany
1-619069761,Queued\\Awaiting Assignment,Armin,2011/12/02 13:10:24.000,Queued,Medium,Awaiting Assignment,D4,A2_1,be,Org line A2,PROD328,Germany
1-619069761,Accepted\\In Progress,Przemyslaw,2011/12/02 13:18:19.000,Accepted,Medium,In Progress,D4,A2_1,be,Org line A2,PROD328,POLAND
1-619069761,Queued\\Awaiting Assignment,Przemyslaw,2011/12/02 13:20:01.000,Queued,Medium,Awaiting Assignment,V49,,be,Org line V11,PROD328,POLAND
1-618854217,Accepted\\In Progress,Rafal,2011/12/02 13:56:51.000,Accepted,Low,In Progress,G97,V3_2,in,Org line C,PROD388,POLAND
1-618854217,Accepted\\Wait,Rafal,2011/12/02 13:58:36.000,Accepted,Low,Wait,G97,V3_2,in,Org line C,PROD388,POLAND
1-618854217,Queued\\Awaiting Assignment,Rafal,2011/12/02 15:59:30.000,Queued,Low,Awaiting Assignment,N8 2nd,A2_4,in,Org line A2,PROD388,POLAND
1-593737913,Accepted\\In Progress,Riitta,2011/12/05 09:01:34.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD312,Sweden
1-593737913,Accepted\\Wait,Riitta,2011/12/05 09:03:07.000,Accepted,Medium,Wait,D7,A2_1,se,Org line A2,PROD312,Sweden
1-618854217,Accepted\\In Progress,Daniel,2011/12/05 15:28:33.000,Accepted,Low,In Progress,N8 2nd,A2_4,in,Org line A2,PROD388,Sweden
1-618854217,Accepted\\Wait - User,Daniel,2011/12/05 15:36:03.000,Accepted,Low,Wait - User,N8 2nd,A2_4,in,Org line A2,PROD388,Sweden
1-619069761,Accepted\\In Progress,Florian,2011/12/06 07:15:16.000,Accepted,Medium,In Progress,V49,,be,Org line V11,PROD328,Germany
1-619069761,Accepted\\Assigned,Florian,2011/12/06 07:15:22.000,Accepted,Medium,Assigned,V49,,be,Org line V11,PROD328,Germany
1-617858557,Accepted\\In Progress,Florian,2011/12/06 07:17:23.000,Accepted,Medium,In Progress,V49,,de,Org line V11,PROD565,Germany
1-617858557,Accepted\\Assigned,Florian,2011/12/06 07:17:36.000,Accepted,Medium,Assigned,V49,,de,Org line V11,PROD565,Germany
1-619069761,Accepted\\In Progress,Christian,2011/12/06 10:17:22.000,Accepted,Medium,In Progress,V49,,be,Org line V11,PROD328,Germany
1-619069761,Queued\\Awaiting Assignment,Christian,2011/12/06 10:21:49.000,Queued,Medium,Awaiting Assignment,D5,A2_1,be,Org line C,PROD328,Germany
1-619069761,Accepted\\In Progress,Katia,2011/12/06 12:39:11.000,Accepted,Medium,In Progress,D5,A2_1,be,Org line C,PROD328,Belgium
1-619069761,Accepted\\Wait - User,Katia,2011/12/06 12:39:15.000,Accepted,Medium,Wait - User,D5,A2_1,be,Org line C,PROD328,Belgium
1-619069761,Queued\\Awaiting Assignment,Katia,2011/12/06 14:32:22.000,Queued,Medium,Awaiting Assignment,V49,,be,Org line V11,PROD328,Belgium
1-619069761,Queued\\Awaiting Assignment,Katia,2011/12/06 14:32:23.000,Queued,Medium,Awaiting Assignment,V49,,be,Org line V11,PROD328,Belgium
1-620611187,Accepted\\In Progress,Lisbeth,2011/12/07 13:54:21.000,Accepted,Medium,In Progress,A10,A2_5,se,Org line A2,PROD236,Sweden
1-620611187,Accepted\\In Progress,Lisbeth,2011/12/07 13:54:33.000,Accepted,Medium,In Progress,A10,A2_5,se,Org line A2,PROD236,Sweden
1-620611187,Queued\\Awaiting Assignment,Lisbeth,2011/12/07 14:03:25.000,Queued,Medium,Awaiting Assignment,C8,,se,Org line V11,PROD236,Sweden
1-620611187,Accepted\\In Progress,Lars,2011/12/07 14:09:46.000,Accepted,Medium,In Progress,C8,,se,Org line V11,PROD236,Denmark
1-620858291,Accepted\\In Progress,Olga,2011/12/08 08:03:30.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
