Case ID,Activity,Resource,Complete Timestamp,concept:name,customer,lifecycle:transition,org:resource,product,responsible_section,seriousness,service_level,service_type,support_section,workgroup
Case4072,Resolve ticket,Value 6,2010/09/28 10:26:27.000,Resolve ticket,Value 92,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3771,Start,Start,2010/09/28 11:11:19.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3771,Assign seriousness,Value 2,2010/09/28 11:11:19.000,Assign seriousness,Value 281,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3771,Take in charge ticket,Value 2,2010/09/28 11:11:43.000,Take in charge ticket,Value 281,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3771,Wait,Value 2,2010/09/28 11:13:23.000,Wait,Value 281,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case965,Take in charge ticket,Value 6,2010/09/28 11:27:26.000,Take in charge ticket,Value 162,complete,Value 6,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 2
Case1582,Take in charge ticket,Value 6,2010/09/28 11:32:37.000,Take in charge ticket,Value 9,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case907,Take in charge ticket,Value 6,2010/09/28 12:06:59.000,Take in charge ticket,Value 58,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case164,Start,Start,2010/09/28 13:44:01.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case164,Assign seriousness,Value 2,2010/09/28 13:44:01.000,Assign seriousness,Value 94,complete,Value 2,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case164,Take in charge ticket,Value 2,2010/09/28 13:46:50.000,Take in charge ticket,Value 94,complete,Value 2,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1582,Resolve ticket,Value 6,2010/09/28 14:07:51.000,Resolve ticket,Value 9,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1582,Resolve ticket,Value 6,2010/09/28 14:07:51.000,Resolve ticket,Value 9,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case164,Resolve ticket,Value 2,2010/09/28 15:03:08.000,Resolve ticket,Value 94,complete,Value 2,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case3411,Resolve ticket,Value 2,2010/09/28 16:07:31.000,Resolve ticket,Value 5,complete,Value 2,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2756,Start,Start,2010/09/28 16:30:04.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2756,Assign seriousness,Value 9,2010/09/28 16:30:04.000,Assign seriousness,Value 16,complete,Value 9,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2872,Start,Start,2010/09/28 16:45:44.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2872,Assign seriousness,Value 14,2010/09/28 16:45:44.000,Assign seriousness,Value 66,complete,Value 14,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2872,Take in charge ticket,Value 14,2010/09/28 16:46:02.000,Take in charge ticket,Value 66,complete,Value 14,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case195,Take in charge ticket,Value 9,2010/09/29 08:06:22.000,Take in charge ticket,Value 10,complete,Value 9,Value 3,Value 1,Value 2,Value 3,Value 3,Value 1,Value 1
Case2756,Take in charge ticket,Value 9,2010/09/29 08:10:08.000,Take in charge ticket,Value 16,complete,Value 9,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2756,Resolve ticket,Value 9,2010/09/29 08:10:31.000,Resolve ticket,Value 16,complete,Value 9,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2790,Closed,Value 5,2010/09/29 08:27:54.000,Closed,Value 24,complete,Value 5,Value 3,Value 4,Value 2,Value 2,Value 1,Value 1,Value 1
Case195,Wait,Value 9,2010/09/29 09:04:55.000,Wait,Value 10,complete,Value 9,Value 3,Value 1,Value 2,Value 3,Value 3,Value 1,Value 1
Case1237,Start,Start,2010/09/29 09:13:24.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1237,Assign seriousness,Value 9,2010/09/29 09:13:24.000,Assign seriousness,Value 17,complete,Value 9,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1237,Take in charge ticket,Value 2,2010/09/29 09:24:50.000,Take in charge ticket,Value 17,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1237,Resolve ticket,Value 2,2010/09/29 09:33:08.000,Resolve ticket,Value 17,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case335,Closed,Value 5,2010/09/29 10:20:25.000,Closed,Value 9,complete,Value 5,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case965,Wait,Value 12,2010/09/29 10:57:47.000,Wait,Value 162,complete,Value 12,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 2
Case195,Take in charge ticket,Value 9,2010/09/29 13:29:35.000,Take in charge ticket,Value 10,complete,Value 9,Value 3,Value 1,Value 2,Value 3,Value 3,Value 1,Value 1
Case195,Resolve ticket,Value 9,2010/09/29 13:29:47.000,Resolve ticket,Value 10,complete,Value 9,Value 3,Value 1,Value 2,Value 3,Value 3,Value 1,Value 1
Case2102,Start,Start,2010/09/29 13:37:40.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2102,Assign seriousness,Value 9,2010/09/29 13:37:40.000,Assign seriousness,Value 8,complete,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case4195,Start,Start,2010/09/29 13:40:00.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4195,Assign seriousness,Value 9,2010/09/29 13:40:00.000,Assign seriousness,Value 22,complete,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4195,Take in charge ticket,Value 14,2010/09/29 14:09:53.000,Take in charge ticket,Value 22,complete,Value 14,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1925,Closed,Value 5,2010/09/29 14:50:28.000,Closed,Value 28,complete,Value 5,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 1
Case1786,Start,Start,2010/09/30 08:12:05.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1786,Assign seriousness,Value 9,2010/09/30 08:12:05.000,Assign seriousness,Value 100,complete,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2102,Assign seriousness,Value 2,2010/09/30 08:15:34.000,Assign seriousness,Value 8,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case4237,Take in charge ticket,Value 15,2010/09/30 09:00:38.000,Take in charge ticket,Value 202,complete,Value 15,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case4237,Resolve ticket,Value 15,2010/09/30 09:01:36.000,Resolve ticket,Value 202,complete,Value 15,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case4195,Wait,Value 14,2010/09/30 09:23:26.000,Wait,Value 22,complete,Value 14,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1695,Resolve ticket,Value 11,2010/09/30 09:28:09.000,Resolve ticket,Value 45,complete,Value 11,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case919,Closed,Value 5,2010/09/30 09:57:19.000,Closed,Value 13,complete,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4331,Start,Start,2010/09/30 10:14:54.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4331,Assign seriousness,Value 9,2010/09/30 10:14:54.000,Assign seriousness,Value 103,complete,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1786,Take in charge ticket,Value 6,2010/09/30 10:52:04.000,Take in charge ticket,Value 100,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3771,Take in charge ticket,Value 2,2010/09/30 11:42:03.000,Take in charge ticket,Value 281,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3771,Resolve ticket,Value 2,2010/09/30 11:42:26.000,Resolve ticket,Value 281,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1928,Closed,Value 5,2010/09/30 12:00:39.000,Closed,Value 86,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1155,Take in charge ticket,Value 2,2010/09/30 14:01:01.000,Take in charge ticket,Value 22,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1155,Resolve ticket,Value 2,2010/09/30 14:01:10.000,Resolve ticket,Value 22,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4331,Take in charge ticket,Value 9,2010/09/30 14:37:01.000,Take in charge ticket,Value 103,complete,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4331,Resolve ticket,Value 9,2010/09/30 14:37:24.000,Resolve ticket,Value 103,complete,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2102,Take in charge ticket,Value 6,2010/09/30 15:47:45.000,Take in charge ticket,Value 8,complete,Value 6,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case1353,Wait,Value 14,2010/09/30 16:02:20.000,Wait,Value 97,complete,Value 14,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1581,Start,Start,2010/09/30 16:19:26.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1581,Assign seriousness,Value 9,2010/09/30 16:19:26.000,Assign seriousness,Value 58,complete,Value 9,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4167,Start,Start,2010/09/30 16:24:50.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4167,Assign seriousness,Value 9,2010/09/30 16:24:50.000,Assign seriousness,Value 58,complete,Value 9,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1581,Take in charge ticket,Value 2,2010/09/30 16:49:54.000,Take in charge ticket,Value 58,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4167,Take in charge ticket,Value 2,2010/09/30 16:50:51.000,Take in charge ticket,Value 58,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4250,Take in charge ticket,Value 9,2010/09/30 16:54:00.000,Take in charge ticket,Value 219,complete,Value 9,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case4250,Resolve ticket,Value 9,2010/09/30 16:54:22.000,Resolve ticket,Value 219,complete,Value 9,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2102,Wait,Value 12,2010/09/30 17:11:23.000,Wait,Value 8,complete,Value 12,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case1581,Resolve ticket,Value 2,2010/10/01 09:33:04.000,Resolve ticket,Value 58,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4167,Resolve ticket,Value 2,2010/10/01 09:33:35.000,Resolve ticket,Value 58,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2280,Start,Start,2010/10/01 09:44:58.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2280,Assign seriousness,Value 9,2010/10/01 09:44:58.000,Assign seriousness,Value 75,complete,Value 9,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case965,Take in charge ticket,Value 12,2010/10/01 10:01:24.000,Take in charge ticket,Value 162,complete,Value 12,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 2
Case2280,Take in charge ticket,Value 14,2010/10/01 10:01:34.000,Take in charge ticket,Value 75,complete,Value 14,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case965,Resolve ticket,Value 12,2010/10/01 10:54:21.000,Resolve ticket,Value 162,complete,Value 12,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 2
Case3012,Take in charge ticket,Value 9,2010/10/01 11:21:04.000,Take in charge ticket,Value 110,complete,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3012,Resolve ticket,Value 9,2010/10/01 11:21:30.000,Resolve ticket,Value 110,complete,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1657,Closed,Value 5,2010/10/01 11:30:41.000,Closed,Value 27,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1864,Start,Start,2010/10/01 13:38:26.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1864,Assign seriousness,Value 9,2010/10/01 13:38:26.000,Assign seriousness,Value 9,complete,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2280,Resolve ticket,Value 14,2010/10/01 13:48:50.000,Resolve ticket,Value 75,complete,Value 14,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case2319,Start,Start,2010/10/01 14:48:25.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2319,Assign seriousness,Value 2,2010/10/01 14:48:25.000,Assign seriousness,Value 189,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2319,Take in charge ticket,Value 2,2010/10/01 14:48:47.000,Take in charge ticket,Value 189,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2319,Wait,Value 2,2010/10/01 14:49:19.000,Wait,Value 189,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3813,Start,Start,2010/10/01 15:07:02.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3813,Assign seriousness,Value 9,2010/10/01 15:07:02.000,Assign seriousness,Value 9,complete,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1899,Start,Start,2010/10/01 15:10:03.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1899,Assign seriousness,Value 9,2010/10/01 15:10:03.000,Assign seriousness,Value 100,complete,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3813,Take in charge ticket,Value 12,2010/10/01 16:23:28.000,Take in charge ticket,Value 9,complete,Value 12,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3813,Wait,Value 12,2010/10/01 16:27:29.000,Wait,Value 9,complete,Value 12,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3813,Wait,Value 12,2010/10/01 16:27:29.000,Wait,Value 9,complete,Value 12,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3813,Take in charge ticket,Value 12,2010/10/01 16:27:53.000,Take in charge ticket,Value 9,complete,Value 12,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2561,Closed,Value 5,2010/10/02 10:41:10.000,Closed,Value 149,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1494,Closed,Value 5,2010/10/02 16:00:28.000,Closed,Value 132,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case1879,Closed,Value 5,2010/10/02 16:51:03.000,Closed,Value 34,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1794,Closed,Value 5,2010/10/03 12:03:01.000,Closed,Value 222,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case3813,Resolve ticket,Value 2,2010/10/04 08:03:15.000,Resolve ticket,Value 9,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1864,Take in charge ticket,Value 6,2010/10/04 08:17:17.000,Take in charge ticket,Value 9,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1899,Take in charge ticket,Value 6,2010/10/04 08:18:28.000,Take in charge ticket,Value 100,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4451,Start,Start,2010/10/04 09:31:15.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4451,Assign seriousness,Value 7,2010/10/04 09:31:15.000,Assign seriousness,Value 68,complete,Value 7,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2221,Start,Start,2010/10/04 09:40:56.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2221,Assign seriousness,Value 7,2010/10/04 09:40:56.000,Assign seriousness,Value 81,complete,Value 7,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case509,Take in charge ticket,Value 2,2010/10/04 09:49:45.000,Take in charge ticket,Value 183,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case509,Resolve ticket,Value 2,2010/10/04 09:50:02.000,Resolve ticket,Value 183,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case889,Start,Start,2010/10/04 10:20:47.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case889,Assign seriousness,Value 2,2010/10/04 10:20:47.000,Assign seriousness,Value 226,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case889,Assign seriousness,Value 2,2010/10/04 10:21:28.000,Assign seriousness,Value 226,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case889,Take in charge ticket,Value 2,2010/10/04 10:53:48.000,Take in charge ticket,Value 226,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2102,Take in charge ticket,Value 12,2010/10/04 13:07:27.000,Take in charge ticket,Value 8,complete,Value 12,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case2102,Resolve ticket,Value 12,2010/10/04 13:07:41.000,Resolve ticket,Value 8,complete,Value 12,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case4195,Take in charge ticket,Value 14,2010/10/04 13:53:54.000,Take in charge ticket,Value 22,complete,Value 14,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4195,Resolve ticket,Value 14,2010/10/04 13:54:07.000,Resolve ticket,Value 22,complete,Value 14,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3887,Start,Start,2010/10/04 14:11:27.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3887,Assign seriousness,Value 2,2010/10/04 14:11:27.000,Assign seriousness,Value 100,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3887,Assign seriousness,Value 2,2010/10/04 14:12:23.000,Assign seriousness,Value 100,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3887,Take in charge ticket,Value 2,2010/10/04 14:12:53.000,Take in charge ticket,Value 100,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case175,Start,Start,2010/10/05 08:46:59.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case175,Assign seriousness,Value 2,2010/10/05 08:46:59.000,Assign seriousness,Value 13,complete,Value 2,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case175,Take in charge ticket,Value 2,2010/10/05 08:59:41.000,Take in charge ticket,Value 13,complete,Value 2,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case175,Resolve ticket,Value 2,2010/10/05 09:00:18.000,Resolve ticket,Value 13,complete,Value 2,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1152,Start,Start,2010/10/05 09:03:32.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1152,Assign seriousness,Value 2,2010/10/05 09:03:32.000,Assign seriousness,Value 264,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2838,Start,Start,2010/10/05 09:09:54.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2838,Assign seriousness,Value 2,2010/10/05 09:09:54.000,Assign seriousness,Value 81,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3287,Closed,Value 5,2010/10/05 09:52:29.000,Closed,Value 219,complete,Value 5,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case3940,Start,Start,2010/10/05 10:49:32.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3940,Insert ticket,Value 15,2010/10/05 10:49:32.000,Insert ticket,Value 16,complete,Value 15,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3940,Assign seriousness,Value 15,2010/10/05 10:50:26.000,Assign seriousness,Value 16,complete,Value 15,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2718,Start,Start,2010/10/05 13:40:46.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2718,Assign seriousness,Value 2,2010/10/05 13:40:46.000,Assign seriousness,Value 162,complete,Value 2,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2922,Closed,Value 5,2010/10/05 15:30:41.000,Closed,Value 269,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case146,Start,Start,2010/10/05 15:55:27.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case146,Assign seriousness,Value 2,2010/10/05 15:55:27.000,Assign seriousness,Value 86,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
